order_id,order_date,customer_id,product_id,channel,payment_id,payment_method,quantity,unit_price,discount,net_sales,paid_at
ORD000017,2026-01-27 00:37:00,C0048,P019,Mobile App,PAY000017,Bank Transfer,2,3591.0,0.0,7182.0,2026-01-27T03:19:00
ORD000018,2026-01-05 02:59:00,C0037,P001,Marketplace,PAY000018,Bank Transfer,3,299.0,0.0,897.0,2026-01-05T03:24:00
ORD000019,2026-01-14 22:23:00,C0159,P019,Web,PAY000019,PromptPay,1,4189.5,0.1,3770.55,2026-01-15T00:15:00
ORD000020,2026-01-08 21:53:00,C0115,P007,Web,PAY000020,Credit Card,1,25900.0,0.0,25900.0,2026-01-08T22:34:00
ORD000021,2026-01-18 02:04:00,C0007,P007,Web,PAY000021,Bank Transfer,1,27195.0,0.05,25835.25,2026-01-18T03:13:00
ORD000024,2026-01-28 11:43:00,C0042,P033,Marketplace,PAY000024,Bank Transfer,1,13545.0,0.0,13545.0,2026-01-28T13:44:00
ORD000025,2026-01-07 13:04:00,C0079,P011,Web,PAY000025,Credit Card,1,25900.0,0.0,25900.0,2026-01-07T15:39:00
ORD000026,2026-01-04 19:15:00,C0107,P008,Mobile App,PAY000026,Credit Card,1,499.0,0.0,499.0,2026-01-04T20:27:00
ORD000027,2026-01-23 14:12:00,C0143,P019,Web,PAY000027,Credit Card,2,3790.5,0.1,6822.9,2026-01-23T15:21:00
ORD000028,2026-01-08 05:59:00,C0139,P013,Mobile App,PAY000028,Credit Card,4,523.95,0.0,2095.8,2026-01-08T08:06:00
ORD000030,2026-01-10 12:26:00,C0003,P006,Mobile App,PAY000030,PromptPay,1,299.0,0.05,284.05,2026-01-10T14:50:00
ORD000031,2026-01-16 18:33:00,C0087,P027,Web,PAY000031,PromptPay,1,24605.0,0.0,24605.0,2026-01-16T18:52:00
ORD000032,2026-01-01 14:52:00,C0085,P035,Mobile App,PAY000032,Bank Transfer,1,25900.0,0.0,25900.0,2026-01-01T17:21:00
ORD000034,2026-01-24 06:21:00,C0044,P005,Web,PAY000034,PromptPay,1,313.95,0.0,313.95,2026-01-24T06:44:00
ORD000035,2026-01-16 21:39:00,C0045,P033,Marketplace,PAY000035,PromptPay,3,12900.0,0.0,38700.0,2026-01-17T00:12:00
ORD000036,2026-01-21 10:30:00,C0043,P005,Mobile App,PAY000036,Credit Card,1,299.0,0.0,299.0,2026-01-21T13:28:00
ORD000037,2026-01-20 00:56:00,C0108,P017,Web,PAY000037,PromptPay,4,990.0,0.0,3960.0,2026-01-20T03:11:00
ORD000038,2026-01-18 01:57:00,C0008,P009,Mobile App,PAY000038,PromptPay,1,284.05,0.05,269.85,2026-01-18T03:21:00
ORD000039,2026-01-28 20:23:00,C0126,P004,Marketplace,PAY000039,PromptPay,2,1415.5,0.0,2831.0,2026-01-28T20:25:00
ORD000040,2026-01-15 23:19:00,C0086,P021,Marketplace,PAY000040,PromptPay,1,23310.0,0.0,23310.0,2026-01-16T00:12:00
ORD000041,2026-01-11 12:38:00,C0008,P034,Web,PAY000041,Credit Card,2,284.05,0.0,568.1,2026-01-11T14:36:00
ORD000042,2026-01-21 15:59:00,C0114,P032,Marketplace,PAY000042,Credit Card,1,25900.0,0.0,25900.0,2026-01-21T17:17:00
ORD000043,2026-01-03 08:15:00,C0006,P018,Web,PAY000043,Bank Transfer,1,3790.5,0.05,3600.98,2026-01-03T09:31:00
ORD000045,2026-01-16 19:17:00,C0068,P019,Marketplace,PAY000045,Bank Transfer,3,3990.0,0.0,11970.0,2026-01-16T19:47:00
ORD000046,2026-01-21 21:21:00,C0097,P026,Mobile App,PAY000046,Bank Transfer,2,12900.0,0.1,23220.0,2026-01-21T22:17:00
ORD000047,2026-01-01 07:56:00,C0100,P038,Web,PAY000047,PromptPay,4,11610.0,0.0,46440.0,2026-01-01T09:44:00
ORD000048,2026-01-13 07:59:00,C0040,P038,Marketplace,PAY000048,PromptPay,2,12900.0,0.0,25800.0,2026-01-13T09:30:00
ORD000049,2026-01-18 00:12:00,C0059,P019,Mobile App,PAY000049,PromptPay,1,3990.0,0.05,3790.5,2026-01-18T01:04:00
ORD000050,2026-01-09 02:38:00,C0067,P006,Web,PAY000050,Bank Transfer,1,313.95,0.0,313.95,2026-01-09T04:32:00
ORD000051,2026-01-24 03:14:00,C0035,P039,Marketplace,PAY000051,Credit Card,4,990.0,0.0,3960.0,2026-01-24T04:27:00
ORD000052,2026-01-18 11:03:00,C0079,P035,Mobile App,PAY000052,Credit Card,1,23310.0,0.0,23310.0,2026-01-18T12:24:00
ORD000053,2026-01-16 20:25:00,C0113,P019,Marketplace,PAY000053,Credit Card,4,3990.0,0.05,15162.0,2026-01-16T22:54:00
ORD000054,2026-01-01 18:10:00,C0046,P035,Marketplace,PAY000054,Bank Transfer,1,25900.0,0.1,23310.0,2026-01-01T19:13:00
ORD000055,2026-01-07 14:06:00,C0132,P027,Marketplace,PAY000055,Credit Card,2,23310.0,0.0,46620.0,2026-01-07T16:03:00
ORD000057,2026-01-20 22:46:00,C0054,P039,Marketplace,PAY000057,Bank Transfer,2,990.0,0.0,1980.0,2026-01-20T23:31:00
ORD000058,2026-01-16 05:55:00,C0096,P038,Mobile App,PAY000058,PromptPay,2,13545.0,0.05,25735.5,2026-01-16T07:21:00
ORD000059,2026-01-22 06:56:00,C0038,P005,Mobile App,PAY000059,Bank Transfer,1,284.05,0.0,284.05,2026-01-22T07:08:00
ORD000060,2026-01-15 09:26:00,C0057,P005,Mobile App,PAY000060,Credit Card,1,299.0,0.1,269.1,2026-01-15T12:01:00
ORD000061,2026-01-08 12:44:00,C0102,P023,Mobile App,PAY000061,Bank Transfer,2,313.95,0.1,565.11,2026-01-08T12:47:00
ORD000062,2026-01-09 13:10:00,C0036,P020,Marketplace,PAY000062,PromptPay,3,499.0,0.0,1497.0,2026-01-09T15:05:00
ORD000063,2026-01-08 01:20:00,C0034,P025,Marketplace,PAY000063,Credit Card,3,27195.0,0.0,81585.0,2026-01-08T04:07:00
ORD000064,2026-01-07 21:17:00,C0152,P014,Web,PAY000064,Credit Card,1,1039.5,0.1,935.55,2026-01-07T21:33:00
ORD000065,2026-01-20 12:44:00,C0160,P031,Web,PAY000065,Bank Transfer,3,1490.0,0.0,4470.0,2026-01-20T15:03:00
ORD000067,2026-01-11 23:34:00,C0125,P035,Mobile App,PAY000067,Credit Card,1,25900.0,0.0,25900.0,2026-01-12T02:25:00
ORD000068,2026-01-15 21:59:00,C0052,P039,Mobile App,PAY000068,PromptPay,1,940.5,0.05,893.47,2026-01-16T00:21:00
ORD000069,2026-01-09 12:18:00,C0081,P039,Web,PAY000069,Credit Card,1,1039.5,0.0,1039.5,2026-01-09T14:32:00
ORD000070,2026-01-28 09:39:00,C0069,P014,Marketplace,PAY000070,Bank Transfer,4,1039.5,0.0,4158.0,2026-01-28T12:02:00
ORD000071,2026-01-01 22:56:00,C0021,P008,Web,PAY000071,Credit Card,1,523.95,0.0,523.95,2026-01-02T00:10:00
ORD000072,2026-01-24 22:09:00,C0028,P032,Mobile App,PAY000072,Credit Card,4,23310.0,0.05,88578.0,2026-01-24T22:55:00
ORD000073,2026-01-13 05:31:00,C0009,P022,Web,PAY000073,Credit Card,1,474.05,0.0,474.05,2026-01-13T07:28:00
ORD000074,2026-01-17 10:33:00,C0110,P031,Marketplace,PAY000074,Credit Card,4,1490.0,0.0,5960.0,2026-01-17T11:45:00
ORD000075,2026-01-22 08:13:00,C0039,P007,Web,PAY000075,Credit Card,2,24605.0,0.05,46749.5,2026-01-22T08:15:00
ORD000077,2026-01-08 04:24:00,C0143,P026,Web,PAY000077,PromptPay,2,12255.0,0.0,24510.0,2026-01-08T04:29:00
ORD000078,2026-01-22 17:21:00,C0070,P017,Marketplace,PAY000078,Bank Transfer,1,1039.5,0.05,987.52,2026-01-22T17:34:00
ORD000079,2026-01-05 10:50:00,C0005,P037,Mobile App,PAY000079,Bank Transfer,1,25900.0,0.1,23310.0,2026-01-05T13:47:00
ORD000080,2026-01-28 17:30:00,C0008,P019,Marketplace,PAY000080,Bank Transfer,3,4189.5,0.05,11940.08,2026-01-28T19:57:00
ORD000081,2026-01-11 02:57:00,C0061,P018,Web,PAY000081,Credit Card,4,3591.0,0.0,14364.0,2026-01-11T03:07:00
ORD000082,2026-01-21 18:06:00,C0147,P020,Marketplace,PAY000082,PromptPay,2,474.05,0.1,853.29,2026-01-21T18:30:00
ORD000083,2026-01-17 01:19:00,C0070,P021,Web,PAY000083,PromptPay,1,25900.0,0.0,25900.0,2026-01-17T01:51:00
ORD000084,2026-01-27 07:52:00,C0132,P026,Web,PAY000084,PromptPay,1,11610.0,0.0,11610.0,2026-01-27T08:53:00
ORD000085,2026-01-20 05:05:00,C0145,P003,Mobile App,PAY000085,Credit Card,2,24605.0,0.0,49210.0,2026-01-20T07:24:00
ORD000086,2026-01-22 09:30:00,C0038,P015,Web,PAY000086,Bank Transfer,4,269.1,0.0,1076.4,2026-01-22T12:16:00
ORD000087,2026-01-25 05:31:00,C0068,P001,Web,PAY000087,Credit Card,3,299.0,0.0,897.0,2026-01-25T08:13:00
ORD000088,2026-01-28 21:16:00,C0118,P024,Web,PAY000088,PromptPay,2,284.05,0.1,511.29,2026-01-28T22:57:00
ORD000089,2026-01-26 04:55:00,C0070,P026,Web,PAY000089,PromptPay,1,12900.0,0.0,12900.0,2026-01-26T07:40:00
ORD000090,2026-01-19 00:37:00,C0083,P038,Marketplace,PAY000090,Bank Transfer,1,12900.0,0.0,12900.0,2026-01-19T01:32:00
ORD000091,2026-01-18 10:20:00,C0156,P037,Mobile App,PAY000091,PromptPay,1,25900.0,0.05,24605.0,2026-01-18T12:55:00
ORD000092,2026-01-16 20:33:00,C0086,P006,Web,PAY000092,Credit Card,1,313.95,0.0,313.95,2026-01-16T21:27:00
ORD000094,2026-01-05 03:21:00,C0014,P012,Marketplace,PAY000094,Bank Transfer,1,1039.5,0.1,935.55,2026-01-05T06:00:00
ORD000095,2026-01-01 19:36:00,C0062,P020,Web,PAY000095,Credit Card,2,499.0,0.0,998.0,2026-01-01T20:33:00
ORD000096,2026-01-26 20:50:00,C0090,P024,Mobile App,PAY000096,Credit Card,2,284.05,0.0,568.1,2026-01-26T22:11:00
ORD000097,2026-01-16 01:11:00,C0008,P009,Marketplace,PAY000097,PromptPay,4,299.0,0.0,1196.0,2026-01-16T01:43:00
ORD000098,2026-01-14 04:53:00,C0099,P016,Marketplace,PAY000098,Credit Card,2,1490.0,0.1,2682.0,2026-01-14T06:37:00
ORD000099,2026-01-24 06:51:00,C0136,P039,Mobile App,PAY000099,PromptPay,3,1039.5,0.0,3118.5,2026-01-24T08:38:00
ORD000100,2026-01-05 13:19:00,C0014,P038,Mobile App,PAY000100,Bank Transfer,2,13545.0,0.0,27090.0,2026-01-05T15:44:00
ORD000102,2026-01-05 07:29:00,C0078,P002,Mobile App,PAY000102,Bank Transfer,4,1341.0,0.05,5095.8,2026-01-05T09:52:00
ORD000103,2026-01-11 07:18:00,C0079,P014,Web,PAY000103,Credit Card,1,940.5,0.1,846.45,2026-01-11T08:32:00
ORD000104,2026-01-13 17:48:00,C0157,P036,Marketplace,PAY000104,Credit Card,2,299.0,0.1,538.2,2026-01-13T19:26:00
ORD000105,2026-01-07 02:25:00,C0099,P002,Mobile App,PAY000105,Credit Card,2,1341.0,0.1,2413.8,2026-01-07T03:54:00
ORD000107,2026-01-23 21:07:00,C0065,P023,Web,PAY000107,Credit Card,2,299.0,0.0,598.0,2026-01-23T23:36:00
ORD000108,2026-01-17 22:05:00,C0138,P029,Web,PAY000108,Credit Card,4,3990.0,0.0,15960.0,2026-01-17T23:54:00
ORD000109,2026-01-19 03:38:00,C0140,P033,Web,PAY000109,Credit Card,1,13545.0,0.0,13545.0,2026-01-19T06:35:00
ORD000110,2026-01-27 22:29:00,C0066,P002,Marketplace,PAY000110,PromptPay,3,1341.0,0.0,4023.0,2026-01-28T00:24:00
ORD000111,2026-01-04 17:27:00,C0146,P008,Mobile App,PAY000111,Credit Card,3,449.1,0.0,1347.3,2026-01-04T19:04:00
ORD000113,2026-01-03 06:56:00,C0024,P027,Mobile App,PAY000113,Bank Transfer,3,24605.0,0.0,73815.0,2026-01-03T09:53:00
ORD000114,2026-01-01 13:09:00,C0050,P014,Web,PAY000114,PromptPay,3,1039.5,0.0,3118.5,2026-01-01T14:03:00
ORD000115,2026-01-21 07:56:00,C0085,P009,Mobile App,PAY000115,Bank Transfer,4,313.95,0.0,1255.8,2026-01-21T10:17:00
ORD000116,2026-01-24 08:29:00,C0073,P002,Web,PAY000116,Bank Transfer,4,1341.0,0.0,5364.0,2026-01-24T10:09:00
ORD000117,2026-01-09 09:51:00,C0012,P016,Marketplace,PAY000117,Bank Transfer,1,1415.5,0.0,1415.5,2026-01-09T10:26:00
ORD000118,2026-01-21 07:02:00,C0075,P025,Web,PAY000118,Bank Transfer,1,23310.0,0.05,22144.5,2026-01-21T08:33:00
ORD000119,2026-01-25 09:48:00,C0007,P022,Web,PAY000119,Bank Transfer,1,449.1,0.0,449.1,2026-01-25T10:43:00
ORD000120,2026-01-15 14:33:00,C0092,P020,Web,PAY000120,PromptPay,4,499.0,0.0,1996.0,2026-01-15T16:33:00
ORD000122,2026-01-08 11:24:00,C0051,P010,Mobile App,PAY000122,PromptPay,3,891.0,0.1,2405.7,2026-01-08T11:27:00
ORD000123,2026-01-08 18:25:00,C0035,P024,Mobile App,PAY000123,Bank Transfer,1,313.95,0.0,313.95,2026-01-08T19:08:00
ORD000124,2026-01-15 01:56:00,C0012,P007,Web,PAY000124,PromptPay,1,27195.0,0.05,25835.25,2026-01-15T04:09:00
ORD000125,2026-01-24 01:22:00,C0155,P003,Web,PAY000125,PromptPay,1,25900.0,0.0,25900.0,2026-01-24T02:51:00
ORD000126,2026-01-03 20:15:00,C0056,P022,Marketplace,PAY000126,Credit Card,1,523.95,0.05,497.75,2026-01-03T20:33:00
ORD000127,2026-01-27 13:30:00,C0060,P040,Mobile App,PAY000127,Bank Transfer,3,3790.5,0.05,10802.92,2026-01-27T15:29:00
ORD000128,2026-01-13 09:03:00,C0138,P012,Mobile App,PAY000128,Credit Card,3,940.5,0.0,2821.5,2026-01-13T09:29:00
ORD000129,2026-01-24 16:44:00,C0098,P031,Mobile App,PAY000129,PromptPay,1,1490.0,0.0,1490.0,2026-01-24T17:25:00
ORD000131,2026-01-03 03:34:00,C0101,P010,Marketplace,PAY000131,Bank Transfer,2,891.0,0.05,1692.9,2026-01-03T05:17:00
ORD000132,2026-01-28 02:40:00,C0146,P022,Marketplace,PAY000132,Credit Card,1,523.95,0.1,471.56,2026-01-28T03:12:00
ORD000133,2026-01-11 15:42:00,C0078,P008,Marketplace,PAY000133,Credit Card,3,449.1,0.0,1347.3,2026-01-11T17:27:00
ORD000134,2026-01-08 15:18:00,C0007,P018,Marketplace,PAY000134,Bank Transfer,2,3591.0,0.05,6822.9,2026-01-08T16:18:00
ORD000135,2026-01-15 04:33:00,C0076,P027,Mobile App,PAY000135,Credit Card,2,25900.0,0.05,49210.0,2026-01-15T05:23:00
ORD000136,2026-01-18 05:28:00,C0052,P003,Mobile App,PAY000136,PromptPay,2,25900.0,0.0,51800.0,2026-01-18T05:57:00
ORD000137,2026-01-07 00:33:00,C0003,P039,Marketplace,PAY000137,PromptPay,2,990.0,0.05,1881.0,2026-01-07T00:39:00
ORD000138,2026-01-08 13:50:00,C0145,P030,Mobile App,PAY000138,Credit Card,1,474.05,0.1,426.65,2026-01-08T13:54:00
ORD000139,2026-01-05 03:18:00,C0075,P016,Web,PAY000139,Credit Card,1,1490.0,0.0,1490.0,2026-01-05T05:45:00
ORD000140,2026-01-04 00:24:00,C0132,P023,Marketplace,PAY000140,Credit Card,1,269.1,0.05,255.64,2026-01-04T00:39:00
ORD000141,2026-01-14 11:29:00,C0069,P011,Web,PAY000141,Credit Card,2,23310.0,0.0,46620.0,2026-01-14T11:56:00
ORD000143,2026-01-18 23:04:00,C0133,P007,Web,PAY000143,Credit Card,1,25900.0,0.05,24605.0,2026-01-19T00:29:00
ORD000145,2026-01-11 18:33:00,C0142,P009,Web,PAY000145,Credit Card,1,313.95,0.1,282.56,2026-01-11T19:39:00
ORD000146,2026-01-13 00:04:00,C0096,P023,Marketplace,PAY000146,Bank Transfer,1,299.0,0.0,299.0,2026-01-13T00:08:00
ORD000147,2026-01-24 10:34:00,C0114,P001,Marketplace,PAY000147,Bank Transfer,1,299.0,0.0,299.0,2026-01-24T12:27:00
ORD000149,2026-01-04 10:57:00,C0033,P028,Mobile App,PAY000149,Bank Transfer,1,299.0,0.05,284.05,2026-01-04T12:47:00
ORD000150,2026-01-11 10:12:00,C0067,P033,Mobile App,PAY000150,Bank Transfer,2,12900.0,0.0,25800.0,2026-01-11T12:02:00
ORD000151,2026-01-06 02:33:00,C0004,P036,Mobile App,PAY000151,Credit Card,1,269.1,0.0,269.1,2026-01-06T05:16:00
ORD000152,2026-01-20 15:01:00,C0026,P040,Marketplace,PAY000152,Bank Transfer,2,3990.0,0.0,7980.0,2026-01-20T15:53:00
ORD000153,2026-01-08 04:09:00,C0120,P011,Mobile App,PAY000153,Credit Card,1,25900.0,0.0,25900.0,2026-01-08T04:54:00
ORD000154,2026-01-04 03:08:00,C0047,P009,Marketplace,PAY000154,PromptPay,4,299.0,0.0,1196.0,2026-01-04T05:58:00
ORD000155,2026-01-19 06:03:00,C0130,P014,Web,PAY000155,PromptPay,4,990.0,0.0,3960.0,2026-01-19T07:13:00
ORD000156,2026-01-07 14:35:00,C0014,P001,Marketplace,PAY000156,PromptPay,2,269.1,0.0,538.2,2026-01-07T15:45:00
ORD000157,2026-01-13 09:28:00,C0054,P024,Marketplace,PAY000157,Credit Card,1,299.0,0.0,299.0,2026-01-13T11:34:00
ORD000158,2026-01-14 21:41:00,C0073,P027,Web,PAY000158,Bank Transfer,1,23310.0,0.05,22144.5,2026-01-14T22:07:00
ORD000159,2026-01-08 21:42:00,C0141,P006,Mobile App,PAY000159,Credit Card,1,284.05,0.05,269.85,2026-01-08T23:30:00
ORD000160,2026-01-15 17:15:00,C0059,P014,Mobile App,PAY000160,Credit Card,2,990.0,0.0,1980.0,2026-01-15T19:09:00
ORD000161,2026-01-11 15:47:00,C0092,P012,Mobile App,PAY000161,Bank Transfer,1,891.0,0.05,846.45,2026-01-11T18:21:00
ORD000162,2026-01-24 04:41:00,C0130,P002,Mobile App,PAY000162,Credit Card,2,1415.5,0.05,2689.45,2026-01-24T07:23:00
ORD000163,2026-01-24 22:34:00,C0093,P037,Marketplace,PAY000163,PromptPay,1,24605.0,0.1,22144.5,2026-01-24T23:22:00
ORD000164,2026-01-06 04:10:00,C0112,P033,Marketplace,PAY000164,Credit Card,3,11610.0,0.0,34830.0,2026-01-06T04:53:00
ORD000165,2026-01-26 09:37:00,C0002,P024,Marketplace,PAY000165,PromptPay,1,299.0,0.0,299.0,2026-01-26T11:39:00
ORD000166,2026-01-05 14:37:00,C0001,P027,Web,PAY000166,Bank Transfer,3,27195.0,0.0,81585.0,2026-01-05T16:33:00
ORD000168,2026-01-10 11:34:00,C0004,P019,Marketplace,PAY000168,Credit Card,3,3990.0,0.0,11970.0,2026-01-10T12:59:00
ORD000169,2026-01-23 15:45:00,C0073,P018,Marketplace,PAY000169,Bank Transfer,1,3591.0,0.1,3231.9,2026-01-23T15:58:00
ORD000170,2026-01-18 21:15:00,C0004,P020,Marketplace,PAY000170,Bank Transfer,1,499.0,0.0,499.0,2026-01-18T22:05:00
ORD000171,2026-01-26 20:58:00,C0160,P010,Web,PAY000171,Credit Card,2,891.0,0.0,1782.0,2026-01-26T21:59:00
ORD000172,2026-01-20 16:52:00,C0028,P034,Mobile App,PAY000172,PromptPay,1,299.0,0.1,269.1,2026-01-20T17:39:00
ORD000173,2026-01-03 06:14:00,C0137,P007,Marketplace,PAY000173,Credit Card,3,27195.0,0.0,81585.0,2026-01-03T08:17:00
ORD000174,2026-01-28 23:11:00,C0075,P018,Marketplace,PAY000174,Credit Card,4,3990.0,0.05,15162.0,2026-01-28T23:29:00
ORD000175,2026-01-26 17:56:00,C0088,P004,Marketplace,PAY000175,Credit Card,3,1564.5,0.0,4693.5,2026-01-26T18:58:00
ORD000176,2026-01-21 02:49:00,C0120,P025,Mobile App,PAY000176,Credit Card,2,27195.0,0.0,54390.0,2026-01-21T05:33:00
ORD000177,2026-01-04 02:29:00,C0015,P027,Mobile App,PAY000177,Credit Card,2,23310.0,0.05,44289.0,2026-01-04T05:23:00
ORD000178,2026-01-26 22:57:00,C0127,P028,Mobile App,PAY000178,Bank Transfer,4,299.0,0.0,1196.0,2026-01-27T01:41:00
ORD000180,2026-01-06 14:27:00,C0026,P021,Marketplace,PAY000180,Bank Transfer,1,23310.0,0.0,23310.0,2026-01-06T16:40:00
ORD000181,2026-01-17 22:36:00,C0078,P007,Mobile App,PAY000181,PromptPay,1,25900.0,0.0,25900.0,2026-01-17T23:43:00
ORD000182,2026-01-19 01:42:00,C0135,P025,Mobile App,PAY000182,Credit Card,1,23310.0,0.0,23310.0,2026-01-19T02:14:00
ORD000183,2026-01-11 14:35:00,C0044,P038,Web,PAY000183,PromptPay,3,11610.0,0.0,34830.0,2026-01-11T14:59:00
ORD000184,2026-01-17 11:36:00,C0154,P019,Web,PAY000184,PromptPay,4,3790.5,0.0,15162.0,2026-01-17T12:30:00
ORD000185,2026-01-08 11:35:00,C0140,P028,Mobile App,PAY000185,Credit Card,4,269.1,0.1,968.76,2026-01-08T11:57:00
ORD000187,2026-01-22 17:38:00,C0092,P039,Marketplace,PAY000187,Credit Card,2,990.0,0.0,1980.0,2026-01-22T19:22:00
ORD000188,2026-01-22 03:20:00,C0047,P031,Marketplace,PAY000188,Credit Card,4,1490.0,0.05,5662.0,2026-01-22T06:04:00
ORD000190,2026-01-28 04:14:00,C0129,P025,Marketplace,PAY000190,PromptPay,4,27195.0,0.0,108780.0,2026-01-28T04:22:00
ORD000191,2026-01-17 08:52:00,C0011,P023,Mobile App,PAY000191,PromptPay,1,299.0,0.0,299.0,2026-01-17T11:42:00
ORD000192,2026-01-13 01:30:00,C0101,P039,Web,PAY000192,Bank Transfer,1,1039.5,0.0,1039.5,2026-01-13T02:16:00
ORD000193,2026-01-18 00:15:00,C0052,P005,Mobile App,PAY000193,Credit Card,2,299.0,0.1,538.2,2026-01-18T00:18:00
ORD000194,2026-01-22 00:46:00,C0113,P001,Marketplace,PAY000194,Bank Transfer,1,299.0,0.1,269.1,2026-01-22T02:31:00
ORD000195,2026-01-11 22:27:00,C0094,P014,Mobile App,PAY000195,Bank Transfer,2,990.0,0.0,1980.0,2026-01-11T23:40:00
ORD000196,2026-01-20 08:53:00,C0132,P007,Web,PAY000196,PromptPay,1,25900.0,0.1,23310.0,2026-01-20T10:07:00
ORD000197,2026-01-06 22:25:00,C0099,P002,Web,PAY000197,Credit Card,1,1415.5,0.05,1344.72,2026-01-07T01:07:00
ORD000198,2026-01-22 16:13:00,C0040,P012,Marketplace,PAY000198,Bank Transfer,4,990.0,0.1,3564.0,2026-01-22T17:18:00
ORD000200,2026-01-01 14:06:00,C0097,P004,Mobile App,PAY000200,PromptPay,2,1341.0,0.0,2682.0,2026-01-01T16:49:00
ORD000201,2026-01-22 12:04:00,C0059,P022,Marketplace,PAY000201,PromptPay,4,449.1,0.0,1796.4,2026-01-22T14:32:00
ORD000202,2026-01-04 08:21:00,C0019,P027,Web,PAY000202,PromptPay,2,23310.0,0.05,44289.0,2026-01-04T10:23:00
ORD000203,2026-01-12 15:24:00,C0083,P025,Mobile App,PAY000203,Credit Card,1,25900.0,0.0,25900.0,2026-01-12T17:06:00
ORD000204,2026-01-06 00:39:00,C0131,P036,Mobile App,PAY000204,Credit Card,2,313.95,0.0,627.9,2026-01-06T03:10:00
ORD000206,2026-01-06 21:44:00,C0008,P023,Web,PAY000206,PromptPay,4,269.1,0.0,1076.4,2026-01-06T23:55:00
ORD000207,2026-01-11 04:13:00,C0052,P001,Marketplace,PAY000207,PromptPay,1,313.95,0.0,313.95,2026-01-11T05:29:00
ORD000208,2026-01-25 17:56:00,C0024,P037,Web,PAY000208,PromptPay,4,23310.0,0.1,83916.0,2026-01-25T18:11:00
ORD000209,2026-01-14 02:39:00,C0067,P006,Marketplace,PAY000209,PromptPay,1,284.05,0.0,284.05,2026-01-14T05:29:00
ORD000210,2026-01-26 09:51:00,C0013,P009,Mobile App,PAY000210,Credit Card,1,299.0,0.0,299.0,2026-01-26T11:17:00
ORD000211,2026-01-24 08:11:00,C0066,P022,Web,PAY000211,Credit Card,2,499.0,0.05,948.1,2026-01-24T08:30:00
ORD000212,2026-01-10 23:01:00,C0071,P001,Marketplace,PAY000212,Credit Card,2,284.05,0.1,511.29,2026-01-11T01:18:00
ORD000213,2026-01-17 11:40:00,C0025,P021,Marketplace,PAY000213,PromptPay,1,25900.0,0.0,25900.0,2026-01-17T13:48:00
ORD000214,2026-01-09 14:42:00,C0014,P019,Web,PAY000214,Credit Card,2,3990.0,0.0,7980.0,2026-01-09T15:24:00
ORD000215,2026-01-21 10:20:00,C0040,P036,Web,PAY000215,PromptPay,2,299.0,0.05,568.1,2026-01-21T11:14:00
ORD000216,2026-01-28 05:31:00,C0024,P033,Marketplace,PAY000216,Credit Card,1,12255.0,0.0,12255.0,2026-01-28T07:48:00
ORD000218,2026-01-01 18:45:00,C0072,P020,Mobile App,PAY000218,Bank Transfer,3,474.05,0.1,1279.94,2026-01-01T20:07:00
ORD000219,2026-01-10 09:38:00,C0081,P021,Web,PAY000219,Bank Transfer,1,27195.0,0.0,27195.0,2026-01-10T12:03:00
